%problem #, theta(deg), phi(deg), A, B, C, mu, a, source
6, 31.9971898477, 83.6854058433, 0.0354324318361, 3.08476680195, 0.57532430901, 2.16287002356, 0.014266738352, -1.0798653638e-16
3, 29.2089598936, 82.68671983, 26.7678803167, 0.10949879292, 0.773811388014, 1.85319183935, 0.00971789063731, 9.71445146547e-17
3, 8.78532452699, 19.0271905504, 0.00289826235042, 0.00305130944198, 0.61548989112, 2.48967652648, 2.18111748759, -6.80878964321e-16
1, 85.2985066513, 30.1482864216, 14.065583318, 3.74242281738, 0.476164015712, 2.0683752077, 3.65968705784, 7.1054273576e-15
5, 45.8206428283, 77.5277901817, 29.9471090535, 0.17641043597, 0.978996211539, 1.21024358498, 0.00143986606401, 1.44467771079e-14
7, 84.8385427694, 48.1810929976, 31.7857716682, 14.9998946316, 0.0986351283192, 2.38699926307, 0.324864452649, 1.95399252334e-13
7, 43.1226310728, 25.0051475057, 41.5155195943, 2.07838123291, 0.872554316231, 0.12827191865, 0.546707484342, -1.79856129989e-14
7, 16.4117684794, 8.16872774657, 0.878506511572, 8.32464516533, 0.631351539558, 1.58898177189, 0.0226657141482, -6.08237418764e-16
5, 88.9339589815, 45.5682488052, 0.235983102086, 650.400545644, 0.177488422449, 1.68802907543, 2.28165449144, 4.97379915032e-13
6, 67.3030102571, 61.3342425766, 0.500315919589, 623.832063386, 0.00157559132641, 1.27060919276, 0.0634676860655, 1.23817622821e-13
5, 25.8709163445, 17.802721646, 0.486844089991, 6.55871727065, 0.52866233771, 2.62432694716, 0.0778174163313, -1.69655955951e-15
1, 57.7880613192, 35.0488121123, 0.00141255786951, 0.254841283495, 0.110755426963, 1.91805533263, 4.10552962475, -6.14092110496e-16
5, 86.165210395, 12.8705081746, 103.055372789, 38.106682072, 0.240231117821, 1.42074340217, 0.00491919768038, -2.299271884e-13
2, 47.1976973633, 34.9688617483, 0.216145593688, 18.4816596349, 0.677127804414, 0.348251213688, 0.19165763965, 0.0
6, 2.89837260476, 67.2294536624, 0.00132587501912, 0.370282294432, 0.382164032917, 0.0609068448852, 0.00198450034316, 8.45372913638e-17
5, 24.0452161274, 46.7196324222, 0.00947705182633, 4.94376901677, 0.935044509273, 2.25788718208, 0.0292970562678, 4.10343417231e-16
7, 31.5193626038, 25.0559226174, 0.341197385786, 813.123969743, 0.387024194005, 0.872541479315, 0.148527072536, -5.1122300837e-14
5, 68.2819348967, 63.8544800821, 10.87030654, 0.295699627257, 0.438261651531, 2.94443090341, 0.0949684617574, 2.48689957516e-14
6, 32.3255802413, 1.01878417203, 0.223277862652, 1.35303924709, 0.398973642904, 0.629301011454, 0.00441829227143, -1.44929031341e-16
0, 63.5547354694, 47.4898261045, 78.5833195597, 151.754621644, 0.752563554424, 2.3827546465, 4.08911765024, 0.0
7, 73.8117607714, 80.6319262228, 0.122715809901, 952.820950133, 0.893033796562, 2.43859632288, 2.49646234025, 1.6611712006e-13
5, 51.6833891464, 46.6283446995, 386.406845757, 0.0526133799024, 0.644834260052, 2.80193764671, 0.0115349863841, 8.66862137627e-13
1, 27.9514154475, 39.7713667752, 1.10984733688, 0.0251009923778, 0.24188332511, 0.439523608904, 0.0764089887947, -3.22658566532e-16
1, 31.7395895671, 15.5122793862, 6.2849349027, 5.25813661991, 0.229719599452, 2.99765937665, 0.0137148675714, 5.00901403688e-15
7, 26.9739454139, 50.5266002357, 3.47147065316, 2.95198668881, 0.338599331905, 2.37255713451, 0.309896265887, -7.21644966006e-15
4, 43.376568745, 25.4948100925, 0.280194099206, 25.5476158666, 0.70986184869, 2.98484204124, 0.815712887174, -1.87583282241e-12
7, 29.5378653964, 24.9119679738, 961.356338337, 0.358679679085, 0.579998464754, 2.60645692214, 0.00316308212952, 3.44169137634e-14
0, 42.0166534486, 18.0300592291, 0.00234433442631, 18.78040743, 0.550685379528, 1.36376954709, 0.358767557761, 0.0
2, 35.637437023, 30.1485587243, 7.32561999669, 0.56335004885, 0.578233691244, 1.64722968778, 0.187925859188, 0.0
0, 70.2157625966, 81.7823983234, 0.00261440582623, 28.5250459211, 0.571062543123, 2.22226285899, 0.00115991629024, 0.0
0, 49.0371744592, 49.8691754592, 0.00427532848365, 45.4858244592, 0.0980318791551, 2.67750896545, 1.53442144527, 0.0
5, 77.0543162465, 26.2602726396, 4.67147221627, 0.00136049028216, 0.750675155801, 0.544832350275, 0.00158723708539, 3.17801340799e-15
6, 5.49008202972, 57.8908827039, 573.287796933, 1.74695416236, 0.547986427978, 2.28144423498, 0.940336670622, 3.59712259979e-13
3, 4.66442711617, 88.6111172173, 23.4196608812, 0.737158547721, 0.667508138966, 0.753355280545, 0.00853352946428, 4.17200995972e-16
0, 35.7284387778, 50.9241192857, 0.00408113981548, 0.0129027919771, 0.388655646305, 0.000905897895993, 1.73140399521, 0.0
1, 81.591297312, 51.3110347766, 0.0732100321674, 0.00268334965446, 0.629949670351, 0.176829626043, 0.0215577945842, 6.07153216592e-18
7, 74.593165167, 63.8991296409, 3.19250585594, 5.15587613363, 0.744786113044, 2.62929279041, 0.00247354090457, -2.47371567674e-15
7, 87.8472794296, 52.4602685923, 0.0968716276687, 0.00206092875371, 0.34412342609, 0.107476447743, 0.513176739056, -2.60208521397e-18
4, 65.7997884672, 78.2535202288, 0.0778097120987, 31.5991516531, 0.739393869803, 1.67512176569, 0.00177909521978, -1.75857592377e-15
6, 49.5389149944, 41.8501008521, 130.252538099, 0.0049685341698, 0.0340809474089, 1.9962901338, 0.729870806841, -2.27373675443e-13
4, 50.2425397343, 69.4636095907, 89.3952550891, 7.74158063884, 0.732886319187, 1.52671436702, 0.00458355130817, -2.99760216649e-14
6, 4.28572923387, 15.1598306634, 2.66796580602, 0.160098437661, 0.888557426814, 0.901301991821, 0.0925117540008, -1.89952220619e-16
1, 75.8555672722, 32.4714460972, 20.0298204612, 25.933339949, 0.449787431278, 0.344760338818, 7.22170535982, -2.55795384874e-13
0, 74.3288042277, 14.192579617, 0.378434157607, 0.462028377819, 0.424885373458, 1.76718764202, 0.506821155112, 0.0
5, 5.94685250964, 33.383654764, 0.0137203814754, 643.080289975, 0.540331571905, 2.96938356476, 0.0069444122989, -1.20592219614e-13
5, 46.8424831533, 29.6774329726, 0.0139371880245, 4.23443720834, 0.889485127092, 1.48124357222, 0.117110198892, 1.1126082694e-15
7, 23.3230343337, 31.7387124403, 196.956503081, 0.00301463949419, 0.0368694835501, 1.98958086613, 0.0844604425459, -3.45501405263e-13
7, 51.2671305522, 25.0310746483, 9.43542672425, 0.464614496626, 0.628027948574, 0.591627013648, 0.00180029878611, 3.91180143833e-16
7, 75.8411027088, 13.5433534815, 0.0043677143993, 93.0620472577, 0.708541184657, 1.34598931997, 2.47779282808, -1.38804983132e-14
6, 74.1180520936, 82.2606079118, 71.6557490264, 0.00102837117608, 0.639971604193, 0.283119937442, 3.78569899387, -3.5527136788e-15
6, 54.577485109, 39.3474806595, 13.2923289343, 0.0601119557147, 0.689075643084, 2.88567489958, 0.00142125303377, 8.36483660116e-15
3, 72.542634769, 16.1878115422, 0.128572079349, 79.9229466024, 0.571509114699, 0.787472929522, 0.0400356215457, 6.02024940316e-15
2, 45.8449991588, 89.3704700544, 0.0307859770986, 0.0864460965241, 0.890584159081, 1.46260383682, 0.383965813802, 0.0
6, 9.06244397819, 15.9753660622, 0.00710731616153, 0.0115242730215, 0.0626568573609, 0.710115531919, 4.62242901838, -8.39917870497e-18
7, 61.7627866965, 46.4122396925, 29.9762394001, 544.910584758, 0.282652248991, 2.19164050739, 0.00322291281423, 2.42861286637e-15
3, 47.3443037165, 56.4596495195, 0.0174898233248, 0.293999870733, 0.166994013427, 1.08645715676, 1.64389209342, -9.99200722163e-16
1, 29.6260527869, 54.1578487427, 0.0138013513856, 195.381979216, 0.324572873334, 0.904072683391, 0.018969342718, 2.08264571496e-13
3, 40.4510985589, 36.4393342029, 0.308658709395, 0.0146774410992, 0.065074361024, 2.59551618276, 2.18607426857, -1.11022302463e-14
5, 43.6857735718, 86.6875460612, 0.00600571662851, 0.00203248026767, 0.927194088003, 1.6289395712, 0.146221028451, 1.12757025938e-17
4, 64.5244096262, 59.6682931201, 28.1322364372, 1.20810922385, 0.788024317678, 1.99047185982, 2.1271625648, -7.27595761418e-11
6, 11.5100073139, 40.022754689, 10.714719894, 19.4536015859, 0.443839787647, 1.77951839804, 3.46878358838, 5.49560397189e-15
1, 24.1597969282, 27.3291069519, 0.00769964406525, 3.90666293349, 0.584374358635, 2.95918030376, 0.131291164796, -8.18019697119e-15
1, 9.37615203824, 53.6969874476, 0.00718825378026, 0.00626818707145, 0.464814545045, 2.43483056805, 0.0147539254979, -8.51691628464e-19
2, 4.59925767842, 86.8015944489, 63.3958054576, 1.44367422801, 0.0754895947184, 2.84311935729, 0.261896721747, -8.881784197e-16
5, 60.0060174602, 50.1009779981, 0.290596036584, 38.0741850487, 0.0894646609814, 0.818971825491, 0.177515750726, 5.6829541073e-15
3, 45.2950595045, 50.7981764866, 0.0044807519354, 0.0104276602583, 0.00455174036864, 1.99751189151, 0.368878617907, -3.59955121265e-17
0, 17.3812667033, 29.4447481723, 58.1901473004, 29.3175733812, 0.184362818491, 1.3691420511, 0.211114180749, 0.0
6, 16.6822565334, 18.5222498845, 41.3942042572, 14.7450320023, 0.304504686372, 0.737569858758, 0.0612046705284, -8.85680417895e-14
0, 56.1562850158, 70.882662599, 0.019143770944, 193.243531531, 0.846274158957, 0.164146437367, 1.08067065814, 0.0
6, 53.5583221882, 20.3801671016, 0.757338207778, 506.710092889, 0.60420611082, 2.88312433975, 1.85733251134, 2.88380430646e-14
4, 73.8375316509, 42.3974492738, 0.00688527937971, 1.99462159159, 0.199370501788, 0.920879918661, 0.00221960893804, 1.13870027231e-16
4, 69.5749893777, 89.8914713859, 35.2077799241, 19.7557253448, 0.762251120504, 0.696862411189, 0.286796769488, 2.6645352591e-14
7, 59.2936874958, 34.7634143991, 24.0575073637, 195.014865693, 0.423718685854, 0.678782613219, 0.0246409793246, -1.83741910575e-14
5, 18.4014159912, 19.0044740678, 588.51825665, 0.00184512170826, 0.102353233368, 2.4143823149, 0.44026408252, -7.04858393874e-12
7, 83.5499262863, 16.3161088249, 25.874480373, 0.0414756200053, 0.67223692834, 0.158417238839, 1.16806014459, -4.88498130835e-15
1, 58.742399024, 41.1861797486, 9.09965513937, 0.271152565247, 0.0237872490286, 0.910671245619, 0.0105198878861, -6.0368376964e-16
7, 4.07345904282, 69.3719106091, 0.00637285541242, 0.0964178562316, 0.709154965533, 1.68158182585, 0.0013439947517, 7.43102004626e-18
2, 26.7977567336, 58.0689459707, 1.18446309298, 0.547014144018, 0.0135500742489, 1.32011748166, 0.070123553776, 0.0
1, 50.729099962, 12.9338242808, 0.197504970987, 0.00579235616041, 0.358266342915, 0.262825193969, 0.182970224993, -8.32667268469e-17
4, 84.7330418455, 27.7120429016, 0.00489497974747, 0.266868912809, 0.736840273703, 0.710941740167, 6.59920108913, -9.71445146547e-17
2, 57.7207236776, 9.75361323726, 2.96787383412, 40.9940443057, 0.501997656353, 0.84991657936, 0.188232228661, 0.0
7, 23.805343471, 66.7991432694, 1.71975040612, 839.102790101, 0.274301544334, 2.54285610262, 0.00132313332896, -2.42019945751e-14
7, 4.46750186367, 29.5513732644, 0.022719613537, 0.0477653032493, 0.881619011106, 0.632291628751, 0.213060471599, 4.74338450462e-18
4, 5.28196830564, 68.8291056193, 629.213021233, 1.30398909581, 0.200012005758, 0.905452468189, 0.200531829962, 8.49986747653e-13
7, 67.3144364578, 25.7852291382, 0.00700413393694, 24.794661137, 0.491862101125, 0.96343942548, 1.82135136091, -7.04731412116e-16
2, 68.7235559814, 68.9893526421, 53.7274303566, 0.029976385972, 0.491129972937, 2.67226636442, 0.0135897013308, 5.89805981832e-17
0, 4.99603229285, 56.9635602827, 0.825629614654, 20.9066431452, 0.930261389778, 1.73143588413, 0.0505590248935, 0.0
7, 61.9196111847, 5.14073658787, 0.0414628617022, 4.40504344591, 0.22169824457, 2.98453341193, 0.00156875130705, 6.81708209576e-16
7, 84.2594744153, 34.6355371263, 0.152652536942, 2.86390060826, 0.248217456421, 2.98263497328, 0.380688272708, -3.71230823859e-16
4, 23.9991938742, 52.3664073957, 4.44604872985, 24.3747555124, 0.727194376761, 2.19670021027, 0.00221167037357, -2.0799334477e-15
3, 35.175077428, 71.330386957, 0.0224109360268, 0.0808922667131, 0.280177292772, 0.947280874897, 5.63001404309, 1.33226762955e-15
7, 88.02079115, 31.4518991085, 0.453692218376, 0.0020604492899, 0.631535995219, 1.34693882156, 0.0292754422232, -8.67361737988e-17
6, 89.94204305, 61.1298753753, 30.6068245911, 14.2905426066, 0.80479895259, 1.71701084198, 6.10068575628, 2.48689957516e-14
1, 58.2426910628, 43.3375687371, 0.0815212543497, 14.2967387091, 0.0454319244713, 2.71392418579, 1.50571665427, -3.4014457917e-14
1, 79.869648689, 31.1218314152, 22.9524062775, 0.00186910463225, 0.81043030077, 2.25817938387, 0.0428128007831, 2.22044604925e-16
3, 45.4599679811, 10.2467074738, 766.021741504, 1.09584349649, 0.620286792318, 1.70395293929, 0.00470325691354, 6.55725473919e-15
5, 86.3132651103, 89.4252170558, 0.435557129447, 0.507701486067, 0.991363362047, 2.37253014539, 0.511003386849, 1.42108547152e-14
5, 78.3647766328, 28.0802555779, 0.12017050352, 0.104442737598, 0.190474222078, 1.79208105651, 0.00109377674272, 3.84078619603e-16
4, 26.1982304001, 36.9694103766, 0.00787375628168, 95.985741896, 0.204202106789, 0.125607432702, 1.69829654493, -1.2133143882e-14
0, 26.7010017304, 89.791300677, 0.0099402319774, 1.66409001622, 0.710210991196, 1.67620345057, 0.126757532851, 0.0
6, 4.5387510194, 28.738684351, 0.011592652822, 815.94764551, 0.8983115352, 0.621428888805, 0.154657233052, -4.84585516245e-15
5, 48.7249908746, 67.4271624772, 41.7109934497, 0.0021826794167, 0.112942442147, 0.66627285037, 0.00723245059249, 5.49560397189e-15
0, 26.2978430634, 39.1815009588, 0.409211592758, 0.00967632938548, 0.556849063829, 1.88084131788, 0.0123781698984, 0.0
7, 60.0944189068, 85.2607492854, 0.832398807606, 35.0251819415, 0.639603125737, 2.70855227126, 0.0174513945601, -1.74513181683e-15
3, 82.7875262877, 22.528114316, 0.341649095994, 0.0367288445808, 0.0455442674036, 2.86828568497, 0.00107531024305, 4.34087444809e-17
4, 48.5800524281, 77.6766851773, 846.462772557, 20.2966702457, 0.498630253569, 2.70778747314, 0.00625115939974, 3.41060513165e-13
5, 28.0791150909, 83.4965680841, 0.0023880895879, 3.85301743755, 0.269150179808, 2.84723433971, 0.00517930620653, 5.66732804349e-16
5, 0.734490518439, 21.821745908, 0.165633730645, 6.66203235574, 0.786647641889, 1.35743208467, 0.00349619501035, 1.84060259438e-18
2, 10.9935337546, 76.7899247141, 0.382753383415, 0.575702983618, 0.717768867629, 1.90901844895, 0.101179407555, 0.0
3, 53.4382723676, 3.65396003262, 21.9094311062, 0.0469926443282, 0.300637593162, 0.189711059009, 7.14915473539, -2.08189021578e-11
3, 3.09244247351, 89.2127761605, 59.9834718993, 80.3621330669, 0.129544215659, 0.659286306762, 0.995537679455, -5.98188165668e-13
4, 66.0784302479, 63.1455796853, 10.6726243106, 239.340294003, 0.869569343949, 1.9347226216, 0.00350698246192, 1.50671142229e-13
4, 45.4702528754, 39.2603597031, 446.764194934, 1.58265245101, 0.867522694264, 2.6702543087, 1.40121531495, 3.25962901115e-08
0, 55.4598665678, 31.943320279, 26.3040083073, 0.00426380312316, 0.00676456290598, 2.08158421193, 0.414445871389, 0.0
5, 9.36523131703, 59.2162490791, 229.504077463, 145.494932021, 0.54206430903, 1.04866168801, 3.61218608043, -4.25188773079e-11
7, 70.9879382393, 41.115142379, 0.00396598413701, 0.312958020311, 0.751210812438, 0.648650801304, 0.0304900198324, 6.9727752218e-17
2, 70.3219887012, 28.3734744851, 2.49602166917, 0.0425616442313, 0.944974029888, 0.607491368038, 2.24433285971, 1.80411241502e-16
3, 65.5918072224, 84.740401843, 0.00387963649793, 0.0181033332304, 0.194443889298, 0.59961160174, 0.991282746514, -6.93889390391e-18
2, 48.4634889363, 11.4818355155, 1.19938695333, 0.0597097509092, 0.723732824437, 1.094744128, 0.0026029303084, 0.0
3, 22.2232772378, 0.987918362059, 0.593067659101, 4.69742730156, 0.757923095404, 2.17951996327, 0.00136201450721, -2.23373153603e-15
3, 29.9119393269, 76.7410709403, 8.05353093459, 0.0255536852187, 0.566302319397, 2.45140064735, 0.497908008923, 5.06261699229e-14
5, 51.1314777435, 89.0961399815, 205.792484353, 0.39491266981, 0.965739148841, 2.54332686306, 0.0387084904972, -5.0448534239e-13
3, 2.87627992925, 74.020375947, 0.00435554447735, 0.0913543141396, 0.897468938902, 2.76838382997, 0.0062886711985, -4.27036954314e-19
4, 30.8887807117, 64.7569644219, 0.771908382933, 7.86097950638, 0.695927195561, 2.96522895917, 0.0219822270965, 2.08166817117e-17
0, 26.04687162, 1.45936882899, 0.00237178740998, 0.00156746150084, 0.242900853214, 1.77166110593, 0.00278455709591, 0.0
3, 70.699333522, 49.7992045764, 0.160899567074, 22.0746146056, 0.89693934662, 2.74595134217, 0.0433543572121, -1.23139345942e-14
5, 64.4282504021, 28.7351181304, 0.0146432726472, 12.4533826115, 0.0417965031087, 0.0996408417709, 9.66665397035, 5.36029554077e-16
4, 34.7396979793, 44.1628080794, 0.0156149127092, 0.00927283864862, 0.399278256166, 2.20704061, 2.92188813421, 1.13686837722e-09
0, 31.896247105, 69.1344182101, 1.36525533758, 234.733382076, 0.398039577132, 2.017780749, 2.92279959982, 0.0
4, 10.9480808929, 4.47195327978, 0.00545882490673, 3.46590233639, 0.949543611775, 0.540699368777, 0.0460623087341, -1.80850004568e-17
0, 24.7220375085, 22.7822008644, 0.00117772310649, 14.8784098844, 0.797026378405, 0.973866892463, 4.05911371806, 0.0
7, 76.8468445896, 56.3231407414, 0.0668400080182, 54.017798355, 0.339774971955, 2.95921938512, 4.17331461203, 1.70280456402e-14
2, 78.9816151772, 8.44734926187, 0.0580228649124, 0.168462586665, 0.888246489225, 2.17142764389, 0.461625356255, 0.0
5, 43.7001749475, 25.5806408485, 0.00723757855368, 37.7323062686, 0.380037128584, 1.25417424948, 0.00661118731668, -3.76966930978e-16
7, 17.4416302674, 1.37770598914, 0.109259051134, 0.0291011572219, 0.285344350836, 0.188092573755, 2.30372930701, 9.73071449806e-17
3, 68.6131735837, 57.8116925192, 0.00252901989504, 99.4747420549, 0.291457483083, 2.3850467968, 0.0347516847125, -2.97197298238e-14
2, 4.6365375608, 8.44308674153, 0.00656457541246, 1.37321856449, 0.856052776524, 0.252555406983, 2.98003868834, 0.0
2, 78.6184806164, 28.8292730125, 0.00942581967603, 0.0159665022482, 0.896236290101, 2.45709057508, 0.00161928594564, 3.46944695195e-18
3, 58.5551810728, 45.646535156, 2.4760408828, 5.4591824442, 0.119825399215, 0.296262316661, 0.00118481564389, -3.31895969041e-15
0, 31.6619264312, 41.4440426457, 0.0126488768164, 7.53237673239, 0.560458385468, 1.5929806652, 0.927682555455, 0.0
7, 12.3423328945, 85.1480088195, 0.0652385991129, 7.32332266241, 0.402179088437, 2.79660222566, 5.45372684385, 1.6280379822e-15
1, 3.14487831092, 48.3176416886, 0.220878333511, 18.3913164438, 0.686148540998, 2.48325731993, 0.66905878428, -1.2015887417e-14
5, 3.89958925702, 44.404722426, 24.596004294, 8.58592909687, 0.752389784396, 1.74099857013, 6.59091481102, -0.000389575958252
5, 85.7031486903, 78.0956621459, 0.00321016800293, 325.17415395, 0.135261316743, 1.92345553421, 3.84236794214, -1.5916157281e-10
2, 58.3560420483, 50.1329519041, 90.4805152859, 57.9915985826, 0.212408399897, 0.427052848672, 1.55883728809, 0.0
0, 79.8656867289, 0.557366041206, 1.43368711588, 54.601397287, 0.104632984832, 1.37377331296, 0.120807834792, 0.0
2, 51.9567533954, 16.881867483, 0.00268359674261, 0.014571240321, 0.754925304239, 2.61331172018, 0.0114380507366, 0.0
0, 33.1273449654, 57.4303130829, 931.895701478, 0.132882716043, 0.458382871343, 2.35175191538, 0.00294685477197, 0.0
7, 83.9543578867, 76.4711521727, 0.234655143883, 38.2010485591, 0.667530415585, 2.35688912366, 0.0156244792116, -4.62824223391e-15
6, 66.3148537345, 40.5824091927, 45.5941037451, 0.15994097472, 0.873920880484, 2.45627768338, 0.357311066735, -4.79616346638e-14
4, 43.0222443871, 58.774930866, 1.26661286476, 0.239785033862, 0.239437797239, 1.6437036481, 0.155545217956, 6.16173778667e-15
3, 0.0320552889407, 2.97704398045, 246.034789077, 429.781191507, 0.317589398165, 2.52510255577, 0.618935385312, 2.12003563623e-12
1, 37.2506602823, 6.63003265467, 0.119616544355, 4.02403778621, 0.725971195597, 2.58242605724, 0.260756249558, -2.29259970383e-15
7, 37.3168756365, 52.0734803543, 125.044977696, 0.0395594551738, 0.993394569386, 0.331769596802, 0.406737970194, -5.86197757002e-14
4, 71.5294812823, 38.6261245296, 0.0792491503409, 1.09142233779, 0.0189580298847, 2.68726701619, 1.80299534635, -1.45519152284e-09
6, 43.015716008, 13.8848648216, 639.823922776, 0.00276334370913, 0.820310000671, 1.90374515668, 0.0253558551099, -3.561595463e-13
7, 56.6884837859, 1.5562650244, 330.159970665, 457.643956079, 0.667240640602, 0.725952792503, 0.0117071829752, -1.22679644221e-13
2, 17.7500498977, 36.4580508338, 0.00346305836177, 5.24401073544, 0.825542261109, 0.933390215354, 0.00721711157681, -8.881784197e-16
7, 12.2518913737, 37.3878714622, 0.552265499508, 0.0020774340076, 0.711668708904, 1.85243214003, 1.36486285376, 1.83880688454e-16
2, 77.9111855767, 59.6896785626, 28.4866069011, 0.95079199679, 0.650348228787, 1.4454829967, 0.0284569073029, 1.11022302463e-16
7, 23.4973048417, 23.9157479273, 0.00925659787387, 0.00192875151447, 0.270024039825, 2.85358943374, 0.0083479268193, 5.60396997903e-18
6, 54.9069065557, 31.8591379435, 0.156833093251, 3.7911172503, 0.388178684866, 2.98174894553, 0.323081545937, -6.00214322688e-16
0, 13.9133018916, 78.4409533379, 0.0019499717996, 0.00571351065281, 0.414430137733, 2.78070868361, 0.0243525617448, 0.0
3, 70.3447575618, 59.6531577095, 45.5495851728, 0.0878854271588, 0.20969590184, 2.49840701679, 0.00979029104495, 2.05391259556e-15
5, 73.2143957287, 28.7925655035, 1.8892784958, 0.035116355562, 0.612035749836, 0.256558331319, 0.0243027683967, 6.0858436346e-15
4, 61.2457214502, 52.4023178754, 2.9678282702, 3.77335233475, 0.0318239724225, 2.42370664411, 9.20458257202, -41674604544.0
